id,entity1,entity2,relation_id,note
97,对称轴,直线,3,NULL
98,对角线,中点,12,NULL
99,对角线,菱形,8,NULL
100,对角线,对边,12,NULL
101,中点,矩形,8,NULL
102,中点,菱形,8,NULL
103,中点,对边,12,NULL
104,中点,直线,12,NULL
105,矩形,菱形,12,NULL
106,矩形,对边,12,NULL
107,矩形,直线,12,NULL
108,菱形,对边,12,NULL
109,菱形,直线,12,NULL
110,对边,直线,3,NULL
111,正方形,平行,9,NULL
112,正方形,对边,12,NULL
113,正方形,边,4,NULL
114,平行,对边,1,NULL
115,平行,边,1,NULL
116,对边,边,3,NULL
117,互相垂直,对角线,1,NULL
118,互相垂直,平分,12,NULL
119,互相垂直,对角,12,NULL
120,对角线,平分,12,NULL
121,对角线,对角,1,NULL
122,平分,对角,12,NULL
123,正方形,直角,4,NULL
124,互相垂直,正方形,8,NULL
125,正方形,对角线,9,NULL
126,正方形,平分,9,NULL
127,正方形,对角,4,NULL
128,直角,角,3,NULL
129,直角,矩形,3,NULL
130,角,矩形,4,NULL
131,四边形,对角线,9,NULL
132,四边形,直角,12,NULL
133,四边形,矩形,4,NULL
134,四边形,角,4,NULL
135,对角线,直角,12,NULL
136,互相垂直,平行,6,NULL
137,互相垂直,对边,12,NULL
138,互相垂直,边,1,NULL
139,对角线,平行,12,NULL
140,对角线,边,3,NULL
141,平行,平分,12,NULL
142,平行,对角,12,NULL
143,平分,对边,12,NULL
144,平分,边,12,NULL
145,对角,对边,10,NULL
146,对角,边,1,NULL
147,多边形,线段,4,NULL
148,多边形,边,4,NULL
149,线段,边,4,NULL
150,多边形,端点,4,NULL
151,多边形,顶点,4,NULL
152,线段,端点,4,NULL
153,线段,顶点,4,NULL
154,端点,顶点,5,NULL
155,多边形,内角,4,NULL
156,多边形,角,4,NULL
157,内角,边,1,NULL
158,内角,角,3,NULL
159,边,角,2,NULL
160,多边形,对角线,9,NULL
161,对角线,线段,12,NULL
162,对角线,顶点,1,NULL
163,对立事件,概率,9,NULL
164,必然事件,对立事件,6,NULL
165,必然事件,概率,9,NULL
166,必然事件,互斥,12,NULL
167,对立事件,互斥,7,NULL
168,概率,互斥,12,NULL
169,两两互斥事件,加法公式,2,NULL
170,两两互斥事件,对立事件,12,NULL
171,两两互斥事件,互斥事件,3,NULL
172,两两互斥事件,事件,3,NULL
173,两两互斥事件,概率,9,NULL
174,加法公式,对立事件,12,NULL
175,加法公式,互斥事件,1,NULL
176,加法公式,事件,12,NULL
177,加法公式,概率,4,NULL
178,对立事件,互斥事件,4,NULL
179,对立事件,事件,3,NULL
180,互斥事件,事件,3,NULL
181,互斥事件,概率,9,NULL
182,事件,概率,9,NULL
183,充要条件,多边形,12,NULL
184,充要条件,奇数,12,NULL
185,充要条件,命题,1,NULL
186,多边形,奇数,12,NULL
187,多边形,命题,12,NULL
188,奇数,命题,12,NULL
189,正整数,质因子,12,NULL
190,正整数,质因数,12,NULL
191,正整数,因数,12,NULL
192,正整数,质数,12,NULL
193,正整数,素因数,12,NULL
194,质因子,质因数,5,NULL
195,质因子,因数,3,NULL
196,质因子,质数,3,NULL
197,质因子,素因数,5,NULL
198,质因数,因数,3,NULL
199,质因数,质数,3,NULL
200,质因数,素因数,5,NULL
201,因数,质数,12,NULL
202,因数,素因数,4,NULL
203,质数,素因数,4,NULL
204,垂直于,半径,12,NULL
205,垂直于,切线,12,NULL
206,垂直于,直线,12,NULL
207,半径,切线,12,NULL
208,半径,直线,12,NULL
209,切线,直线,3,NULL
210,割线,切点,12,NULL
211,割线,相切,12,NULL
212,割线,曲线,12,NULL
213,割线,切线,12,NULL
214,割线,直线,3,NULL
215,切点,相切,2,NULL
216,切点,曲线,12,NULL
217,切点,切线,2,NULL
218,切点,直线,12,NULL
219,相切,曲线,12,NULL
220,相切,切线,1,NULL
221,相切,直线,12,NULL
222,曲线,切线,12,NULL
223,曲线,直线,4,NULL
224,垂直于,切点,12,NULL
225,半径,切点,12,NULL
226,垂直于,端点,12,NULL
227,垂直于,圆,12,NULL
228,端点,半径,12,NULL
229,端点,切线,12,NULL
230,端点,圆,12,NULL
231,端点,直线,12,NULL
232,切线,圆,8,NULL
233,圆,直线,12,NULL
234,直线方程,点斜式,4,NULL
235,直线方程,导数,9,NULL
236,直线方程,切线,12,NULL
237,直线方程,斜率,9,NULL
238,点斜式,导数,12,NULL
239,点斜式,切线,12,NULL
240,点斜式,斜率,12,NULL
241,导数,切线,12,NULL
242,导数,斜率,2,NULL
243,切线,斜率,12,NULL
244,平面几何,切线,4,NULL
245,平面几何,公共交点,12,NULL
246,平面几何,直线,4,NULL
247,平面几何,圆,4,NULL
248,切线,公共交点,12,NULL
249,公共交点,直线,12,NULL
250,公共交点,圆,12,NULL
251,直线,圆,12,NULL
252,方程,切点,12,NULL
253,方程,切线,12,NULL
254,方程,直线,8,NULL
255,方程,圆,9,NULL
256,切点,圆,12,NULL
257,割线,定点,12,NULL
258,切点,定点,12,NULL
259,曲线,定点,12,NULL
260,切线,定点,12,NULL
261,垂直于,法线,8,NULL
262,垂直于,曲线,12,NULL
263,法线,切点,12,NULL
264,法线,曲线,12,NULL
265,法线,切线,12,NULL
266,法线,直线,3,NULL
267,几何,曲线,4,NULL
268,几何,切线,4,NULL
269,几何,直线,4,NULL
270,(横)坐标,曲线,12,NULL
271,(横)坐标,切线,12,NULL
272,(横)坐标,直线,12,NULL
273,垂直,圆心,12,NULL
274,垂直,切线,12,NULL
275,垂直,交点,12,NULL
276,垂直,直线,1,NULL
277,垂直,圆,12,NULL
278,圆心,切线,12,NULL
279,圆心,交点,12,NULL
280,圆心,直线,12,NULL
281,切线,交点,12,NULL
282,交点,直线,12,NULL
283,交点,圆,12,NULL
284,垂直于,圆的切线,12,NULL
285,半径,圆的切线,12,NULL
286,切点,圆的切线,2,NULL
287,圆的切线,直线,12,NULL
288,端点,圆的切线,12,NULL
289,垂直于,线段,12,NULL
290,垂直于,直径,12,NULL
291,线段,切线,12,NULL
292,线段,直径,12,NULL
293,线段,直线,12,NULL
294,线段,圆,12,NULL
295,切线,直径,12,NULL
296,直径,直线,12,NULL
297,直径,圆,8,NULL
298,垂直于,圆心,12,NULL
299,切点,圆心,12,NULL
300,平面几何,圆的切线,4,NULL
301,圆的切线,公共交点,12,NULL
302,圆的切线,圆,12,NULL
303,定义,曲线,8,NULL
304,曲线,交点,12,NULL
305,公共点,切点,12,NULL
306,公共点,相切,12,NULL
307,公共点,圆的切线,12,NULL
308,公共点,直线,12,NULL
309,公共点,圆,12,NULL
310,相切,圆的切线,12,NULL
311,相切,圆,12,NULL
312,相似三角形,定义,12,NULL
313,相似三角形,切割线定理,12,NULL
314,相似三角形,切线,12,NULL
315,相似三角形,圆,12,NULL
316,相似三角形,直线,12,NULL
317,定义,切割线定理,12,NULL
318,定义,切线,8,NULL
319,定义,圆,12,NULL
320,定义,直线,12,NULL
321,切割线定理,切线,1,NULL
322,切割线定理,圆,1,NULL
323,切割线定理,直线,12,NULL
324,横坐标,正切,12,NULL
325,横坐标,坐标,3,NULL
326,横坐标,夹角,12,NULL
327,横坐标,曲线,12,NULL
328,横坐标,切线,12,NULL
329,纵坐标,正切,12,NULL
330,纵坐标,坐标,3,NULL
331,纵坐标,夹角,12,NULL
332,纵坐标,曲线,12,NULL
333,纵坐标,切线,12,NULL
334,正切,坐标,12,NULL
335,正切,夹角,12,NULL
336,正切,曲线,12,NULL
337,正切,切线,12,NULL
338,正切,直线,12,NULL
339,坐标,夹角,12,NULL
340,坐标,曲线,12,NULL
341,坐标,切线,12,NULL
342,坐标,直线,12,NULL
343,夹角,曲线,12,NULL
344,夹角,切线,12,NULL
345,夹角,直线,1,NULL
346,判定定理,垂直于,12,NULL
347,判定定理,半径,12,NULL
348,判定定理,圆的切线,8,NULL
349,判定定理,直线,12,NULL
350,判定定理,切线,8,NULL
351,圆的切线,切线,3,NULL
352,直线,切线,4,NULL
353,导数,函数,3,NULL
354,导数,直线,12,NULL
355,函数,切线,8,NULL
356,函数,斜率,9,NULL
357,函数,直线,12,NULL
358,斜率,直线,12,NULL
359,平面直角坐标系,算术平均,12,NULL
360,平面直角坐标系,重心,12,NULL
361,平面直角坐标系,坐标,4,NULL
362,算术平均,重心,12,NULL
363,算术平均,坐标,12,NULL
364,重心,坐标,9,NULL
365,空间直角坐标系,横坐标,4,NULL
366,空间直角坐标系,纵坐标,4,NULL
367,空间直角坐标系,坐标,4,NULL
368,弦心距,圆心角,12,NULL
369,弦心距,等圆,12,NULL
370,弦心距,圆,1,NULL
371,弦心距,弦,1,NULL
372,弦心距,弧,12,NULL
373,圆心角,等圆,12,NULL
374,圆心角,圆,1,NULL
375,圆心角,弦,12,NULL
376,圆心角,弧,12,NULL
377,等圆,圆,12,NULL
378,等圆,弦,12,NULL
379,等圆,弧,12,NULL
380,圆,弦,12,NULL
381,圆,弧,4,NULL
382,弦,弧,11,NULL
383,重合,等弧,12,NULL
384,重合,等圆,12,NULL
385,重合,圆,12,NULL
386,重合,弧,12,NULL
387,等弧,等圆,2,NULL
388,等弧,圆,12,NULL
389,等弧,弧,3,NULL
390,圆心角,半径,12,NULL
391,半径,弧,12,NULL
392,圆周角,圆心角,3,NULL
393,圆周角,等圆,12,NULL
394,圆周角,同圆,12,NULL
395,圆周角,弦,12,NULL
396,圆周角,弧,12,NULL
397,圆心角,同圆,12,NULL
398,等圆,同圆,5,NULL
399,同圆,弦,12,NULL
400,同圆,弧,12,NULL
401,圆心角,弧长,12,NULL
402,圆心角,光滑曲线,12,NULL
403,半径,弧长,12,NULL
404,半径,光滑曲线,12,NULL
405,弧长,光滑曲线,12,NULL
406,弧长,圆,12,NULL
407,光滑曲线,圆,3,NULL
408,线段,正切,12,NULL
409,线段,几何,3,NULL
410,线段,正割,12,NULL
411,线段,余割,12,NULL
412,线段,余弦,12,NULL
413,线段,余切,12,NULL
414,线段,正弦,12,NULL
415,线段,弧,12,NULL
416,正切,几何,12,NULL
417,正切,正割,12,NULL
418,正切,余割,12,NULL
419,正切,余弦,12,NULL
420,正切,余切,6,NULL
421,正切,正弦,12,NULL
422,正切,圆,12,NULL
423,正切,弧,12,NULL
424,几何,正割,12,NULL
425,几何,余割,12,NULL
426,几何,余弦,12,NULL
427,几何,余切,12,NULL
428,几何,正弦,12,NULL
429,几何,圆,4,NULL
430,几何,弧,4,NULL
431,正割,余割,12,NULL
432,正割,余弦,12,NULL
433,正割,余切,12,NULL
434,正割,正弦,6,NULL
435,正割,圆,12,NULL
436,正割,弧,12,NULL
437,余割,余弦,6,NULL
438,余割,余切,12,NULL
439,余割,正弦,12,NULL
440,余割,圆,12,NULL
441,余割,弧,12,NULL
442,余弦,余切,12,NULL
443,余弦,正弦,12,NULL
444,余弦,圆,12,NULL
445,余弦,弧,12,NULL
446,余切,正弦,12,NULL
447,余切,圆,12,NULL
448,余切,弧,12,NULL
449,正弦,圆,12,NULL
450,正弦,弧,12,NULL
451,弦心距,同圆,12,NULL
452,圆心角,等分,12,NULL
453,等分,同圆,12,NULL
454,等分,弧,12,NULL
455,等分,圆,12,NULL
456,同圆,圆,3,NULL
457,弧,圆,4,NULL
458,圆周角,等弧,12,NULL
459,圆周角,圆,1,NULL
460,圆周角,直角,12,NULL
461,圆周角,半圆,12,NULL
462,直角,半圆,12,NULL
463,圆周角,直径,12,NULL
464,直径,弦,3,NULL
465,扇形面积,圆面积,12,NULL
466,扇形面积,弧,12,NULL
467,扇形面积,圆的周长,12,NULL
468,圆面积,弧,12,NULL
469,圆面积,圆的周长,12,NULL
470,弧,圆的周长,2,NULL
471,垂直,平分,11,NULL
472,垂直,圆的直径,12,NULL
473,垂直,弦,12,NULL
474,垂直,弧,12,NULL
475,平分,圆的直径,12,NULL
476,平分,弦,12,NULL
477,平分,弧,12,NULL
478,圆的直径,弦,3,NULL
479,圆的直径,弧,12,NULL
480,弧度,半径,12,NULL
481,弧度,扇形,8,NULL
482,弧度,弧长,12,NULL
483,弧度,圆,8,NULL
484,半径,扇形,3,NULL
485,扇形,弧长,9,NULL
486,扇形,圆,12,NULL
487,圆周角,角,3,NULL
488,圆周角,顶点,12,NULL
489,圆周角,交点,12,NULL
490,角,顶点,12,NULL
491,角,交点,12,NULL
492,角,圆,12,NULL
493,顶点,交点,12,NULL
494,顶点,圆,12,NULL
495,重合,垂直,12,NULL
496,重合,平面,12,NULL
497,重合,弧线,12,NULL
498,垂直,平面,12,NULL
499,垂直,弧线,12,NULL
500,平面,弧线,12,NULL
501,平面,弧,2,NULL
502,弧线,圆,2,NULL
503,弧线,弧,5,NULL
504,圆周角,圆周角定理,2,NULL
505,圆心角,等弧,12,NULL
506,圆心角,圆周角定理,12,NULL
507,等弧,圆周角定理,12,NULL
508,等弧,同圆,12,NULL
509,圆周角定理,等圆,12,NULL
510,圆周角定理,同圆,12,NULL
511,圆周角定理,弧,12,NULL
512,等圆,平行弦,12,NULL
513,同圆,平行弦,12,NULL
514,平行弦,弧,12,NULL
515,垂直于,平分,12,NULL
516,垂直于,几何,3,NULL
517,垂直于,垂径定理,12,NULL
518,垂直于,弦,12,NULL
519,垂直于,弧,12,NULL
520,平分,几何,12,NULL
521,平分,垂径定理,2,NULL
522,平分,直径,12,NULL
523,平分,圆,12,NULL
524,几何,垂径定理,4,NULL
525,几何,直径,4,NULL
526,几何,弦,4,NULL
527,垂径定理,直径,12,NULL
528,垂径定理,圆,1,NULL
529,垂径定理,弦,1,NULL
530,垂径定理,弧,12,NULL
531,直径,弧,12,NULL
532,弦心距,圆周角,12,NULL
533,平行,圆,12,NULL
534,平行,弦,12,NULL
535,平行,弧,12,NULL
536,度量单位,弧度制,4,NULL
537,度量单位,圆周长,12,NULL
538,度量单位,圆半径,12,NULL
539,度量单位,弧长,12,NULL
540,弧度制,圆周长,12,NULL
541,弧度制,圆半径,12,NULL
542,弧度制,弧长,12,NULL
543,圆周长,圆半径,1,NULL
544,圆周长,弧长,12,NULL
545,圆半径,弧长,12,NULL
546,弦心距,劣弧,12,NULL
547,圆心角,劣弧,12,NULL
548,劣弧,等圆,12,NULL
549,劣弧,圆,8,NULL
550,劣弧,弦,12,NULL
551,射线,弧度,12,NULL
552,射线,夹角,2,NULL
553,射线,半径,12,NULL
554,射线,弧长,12,NULL
555,射线,圆,12,NULL
556,弧度,夹角,12,NULL
557,夹角,半径,12,NULL
558,夹角,弧长,12,NULL
559,夹角,圆,12,NULL
560,圆弧,圆,2,NULL
561,圆弧,全弦表,12,NULL
562,圆弧,弧,3,NULL
563,圆,全弦表,9,NULL
564,全弦表,弧,12,NULL
565,弦心距,圆心角定理,2,NULL
566,圆心角定理,等圆,1,NULL
567,圆心角定理,圆,1,NULL
568,圆心角定理,弦,1,NULL
569,圆心角定理,弧,1,NULL
570,小扇形,大扇形,10,NULL
571,小扇形,半径,4,NULL
572,小扇形,区域,12,NULL
573,小扇形,扇形,12,NULL
574,小扇形,圆,12,NULL
575,小扇形,弧,4,NULL
576,大扇形,半径,4,NULL
577,大扇形,区域,12,NULL
578,大扇形,扇形,12,NULL
579,大扇形,圆,12,NULL
580,大扇形,弧,4,NULL
581,半径,区域,12,NULL
582,区域,扇形,12,NULL
583,区域,圆,12,NULL
584,区域,弧,12,NULL
585,扇形,弧,4,NULL
586,圆周角,弦切角定理,2,NULL
587,圆周角,弦切角,12,NULL
588,弦切角定理,圆,1,NULL
589,弦切角定理,弧,1,NULL
590,弦切角定理,弦切角,1,NULL
591,圆,弦切角,8,NULL
592,弧,弦切角,2,NULL
593,重合,同圆,12,NULL
594,劣弧,端点,12,NULL
595,劣弧,优弧,6,NULL
596,劣弧,半圆,12,NULL
597,劣弧,直径,12,NULL
598,劣弧,弧,3,NULL
599,端点,优弧,12,NULL
600,端点,半圆,12,NULL
601,端点,直径,12,NULL
602,端点,弧,12,NULL
603,优弧,半圆,12,NULL
604,优弧,直径,12,NULL
605,优弧,圆,8,NULL
606,优弧,弧,3,NULL
607,半圆,直径,4,NULL
608,半圆,圆,3,NULL
609,半圆,弧,4,NULL
610,圆周角," 同弧",12,NULL
612,周长,圆,8,NULL
613,周长,弧微分,12,NULL
614,周长,弧,8,NULL
615,圆,弧微分,12,NULL
616,弧微分,弧,1,NULL
617,内角,度数,8,NULL
618,内角,圆,12,NULL
619,内角,弧,12,NULL
620,度数,圆,12,NULL
621,度数,弧,8,NULL
622,圆周角,度数,8,NULL
623,圆周角,圆心,1,NULL
624,圆周角,相交,12,NULL
625,圆心角,顶点,12,NULL
626,圆心角,度数,8,NULL
627,圆心角,圆心,1,NULL
628,圆心角,相交,12,NULL
629,顶点,度数,12,NULL
630,顶点,圆心,12,NULL
631,顶点,相交,12,NULL
632,顶点,弧,12,NULL
633,度数,圆心,12,NULL
634,度数,相交,12,NULL
635,圆心,相交,12,NULL
636,圆心,弧,12,NULL
637,相交,圆,12,NULL
638,相交,弧,12,NULL
639,重合,曲率,12,NULL
640,重合,长度,12,NULL
641,等弧,曲率,12,NULL
642,等弧,长度,12,NULL
643,曲率,长度,12,NULL
644,曲率,等圆,12,NULL
645,曲率,同圆,12,NULL
646,曲率,弧,8,NULL
647,曲率,圆,8,NULL
648,长度,等圆,12,NULL
649,长度,同圆,12,NULL
650,长度,弧,12,NULL
651,长度,圆,12,NULL
652,垂直于,数学,12,NULL
653,平分,数学,12,NULL
654,数学,几何,4,NULL
655,数学,垂径定理,4,NULL
656,数学,直径,12,NULL
657,数学,圆,12,NULL
658,数学,弦,12,NULL
659,数学,弧,12,NULL
660,圆周角,同弧,12,NULL
661,等弧,同弧,5,NULL
662,圆,同弧,12,NULL
663,圆心角,长度,12,NULL
664,长度,度数,12,NULL
665,度数,等圆,12,NULL
666,度数,同圆,12,NULL
667,圆外角,度数,9,NULL
668,圆外角,弧,12,NULL
669,弦心距,顶点,12,NULL
670,弦心距,圆心,12,NULL
671,顶点,等圆,12,NULL
672,顶点,同圆,12,NULL
673,顶点,弦,12,NULL
674,圆心,等圆,12,NULL
675,圆心,同圆,12,NULL
676,圆心,弦,12,NULL
677,圆周角,切线,12,NULL
678,弦切角,顶点,12,NULL
679,弦切角,切线,12,NULL
680,弦切角,圆,12,NULL
681,弦切角,弦,12,NULL
682,顶点,切线,12,NULL
683,切线,弦,12,NULL
684,弦切角,度数,9,NULL
685,弦切角,弧,12,NULL
686,垂直平分线,线段,12,NULL
687,垂直平分线,垂直,1,NULL
688,垂直平分线,平分,1,NULL
689,垂直平分线,端点,12,NULL
690,垂直平分线,长度,12,NULL
691,垂直平分线,半径,12,NULL
692,垂直平分线,圆心,12,NULL
693,垂直平分线,相交,12,NULL
694,垂直平分线,交点,12,NULL
695,垂直平分线,圆,8,NULL
696,垂直平分线,直线,3,NULL
697,垂直平分线,弧,12,NULL
698,线段,垂直,12,NULL
699,线段,平分,12,NULL
700,线段,长度,9,NULL
701,线段,半径,12,NULL
702,线段,圆心,12,NULL
703,线段,相交,12,NULL
704,线段,交点,12,NULL
705,垂直,端点,12,NULL
706,垂直,长度,12,NULL
707,垂直,半径,12,NULL
708,垂直,相交,11,NULL
709,平分,端点,12,NULL
710,平分,长度,12,NULL
711,平分,半径,12,NULL
712,平分,圆心,12,NULL
713,平分,相交,12,NULL
714,平分,交点,12,NULL
715,平分,直线,12,NULL
716,端点,长度,12,NULL
717,端点,圆心,12,NULL
718,端点,相交,12,NULL
719,端点,交点,12,NULL
720,长度,半径,8,NULL
721,长度,圆心,12,NULL
722,长度,相交,12,NULL
723,长度,交点,12,NULL
724,长度,直线,8,NULL
725,半径,相交,12,NULL
726,半径,交点,12,NULL
727,相交,交点,1,NULL
728,相交,直线,12,NULL
729,交点,弧,12,NULL
730,直线,弧,12,NULL
731,有理数,假分数,2,NULL
732,有理数,绝对值,12,NULL
733,有理数,分数,4,NULL
734,假分数,绝对值,12,NULL
735,假分数,分数,3,NULL
736,绝对值,分数,12,NULL
737,平行四边形,等腰梯形,12,NULL
738,平行四边形,面积,9,NULL
739,等腰梯形,面积,9,NULL
740,平行四边形,梯形,12,NULL
741,等腰梯形,梯形,3,NULL
742,四边形,三角形,10,NULL
743,平行四边形,等腰三角形,12,NULL
744,等腰三角形,等腰梯形,12,NULL
745,平行四边形,等腰梯形判定定理,12,NULL
746,平行四边形,平行线,4,NULL
747,平行四边形,辅助线,9,NULL
748,平行四边形,四边形,3,NULL
749,平行四边形,多边形,3,NULL
750,等腰三角形,等腰梯形判定定理,12,NULL
751,等腰三角形,平行线,12,NULL
752,等腰三角形,辅助线,9,NULL
753,等腰三角形,四边形,12,NULL
754,等腰三角形,多边形,12,NULL
755,等腰梯形判定定理,平行线,1,NULL
756,等腰梯形判定定理,辅助线,12,NULL
757,等腰梯形判定定理,四边形,12,NULL
758,等腰梯形判定定理,多边形,12,NULL
759,平行线,辅助线,12,NULL
760,平行线,四边形,12,NULL
761,平行线,多边形,12,NULL
762,辅助线,四边形,12,NULL
763,辅助线,多边形,12,NULL
764,四边形,多边形,3,NULL
765,正多边形,外接圆,9,NULL
766,正多边形,三角形,12,NULL
767,外接圆,三角形,8,NULL
768,正多边形,内切圆,9,NULL
769,正多边形,同心圆,12,NULL
770,正多边形,圆,12,NULL
771,外接圆,内切圆,6,NULL
772,外接圆,同心圆,12,NULL
773,外接圆,圆,3,NULL
774,内切圆,同心圆,12,NULL
775,内切圆,圆,3,NULL
776,同心圆,圆,3,NULL
777,正多边形,重合,12,NULL
778,正多边形,圆心,12,NULL
779,外接圆,重合,12,NULL
780,外接圆,圆心,4,NULL
781,重合,圆心,12,NULL
782,正多边形,半径,12,NULL
783,正多边形,边长,9,NULL
784,正多边形,外切,12,NULL
785,正多边形,边心距,12,NULL
786,外接圆,半径,4,NULL
787,外接圆,边长,12,NULL
788,外接圆,外切,1,NULL
789,外接圆,边心距,12,NULL
790,半径,边长,12,NULL
791,半径,外切,12,NULL
792,半径,边心距,12,NULL
793,边长,圆,12,NULL
794,边长,外切,12,NULL
795,边长,边心距,12,NULL
796,圆,外切,12,NULL
797,圆,边心距,9,NULL
798,外切,边心距,12,NULL
799,正多边形,中心角,12,NULL
800,正多边形,圆心角,12,NULL
801,正多边形,弧,12,NULL
802,外接圆,中心角,12,NULL
803,外接圆,圆心角,12,NULL
804,外接圆,弧,4,NULL
805,中心角,圆心角,12,NULL
806,中心角,弧,12,NULL
807,正多边形,距离,12,NULL
808,外接圆,距离,12,NULL
809,内切圆,圆心,4,NULL
810,内切圆,距离,9,NULL
811,内切圆,重合,12,NULL
812,正多边形,多边形,3,NULL
813,外接圆,多边形,12,NULL
814,中心角,多边形,12,NULL
815,中心角,圆心,12,NULL
816,多边形,圆心角,12,NULL
817,多边形,圆心,12,NULL
818,多边形,弧,12,NULL
819,抛物线,相交,12,NULL
820,抛物线,交点,12,NULL
821,对称轴,抛物线,8,NULL
822,对称轴,顶点,12,NULL
823,对称轴,相交,12,NULL
824,抛物线,顶点,4,NULL
825,二元二次方程,二元一次方程,4,NULL
826,二元二次方程,一元二次方程,12,NULL
827,二元二次方程,方程组,12,NULL
828,二元二次方程,代入法,9,NULL
829,二元二次方程,代数式,3,NULL
830,二元二次方程,未知数,4,NULL
831,二元一次方程,一元二次方程,12,NULL
832,二元一次方程,方程组,12,NULL
833,二元一次方程,代入法,12,NULL
834,二元一次方程,代数式,3,NULL
835,二元一次方程,未知数,4,NULL
836,一元二次方程,方程组,12,NULL
837,一元二次方程,代入法,9,NULL
838,一元二次方程,代数式,3,NULL
839,一元二次方程,未知数,4,NULL
840,方程组,代入法,9,NULL
841,方程组,代数式,3,NULL
842,方程组,未知数,4,NULL
843,代入法,代数式,12,NULL
844,代入法,未知数,12,NULL
845,代数式,未知数,12,NULL
846,一元二次方程,二次函数,4,NULL
847,一元二次方程,方程,3,NULL
848,一元二次方程,最值,9,NULL
849,二次函数,未知数,4,NULL
850,二次函数,方程,12,NULL
851,二次函数,最值,9,NULL
852,未知数,方程,12,NULL
853,未知数,最值,12,NULL
854,方程,最值,12,NULL
855,二元二次方程,方程,3,NULL
856,垂线段,x轴,12,NULL
857,垂线段,坐标,12,NULL
858,垂线段,y轴,12,NULL
859,垂线段,矩形,12,NULL
860,x轴,坐标,12,NULL
861,x轴,y轴,10,NULL
862,x轴,矩形,12,NULL
863,坐标,y轴,12,NULL
864,坐标,矩形,12,NULL
865,y轴,矩形,12,NULL
866,垂线段,端点,12,NULL
867,垂线段,垂足,1,NULL
868,垂线段,直线,12,NULL
869,端点,垂足,12,NULL
870,垂足,直线,12,NULL
871,垂线段,长度,9,NULL
872,垂线段,距离,9,NULL
873,长度,距离,12,NULL
874,直线,距离,9,NULL
875,互相垂直,垂线段,1,NULL
876,互相垂直,长度,12,NULL
877,互相垂直,垂线,1,NULL
878,互相垂直,相交,12,NULL
